,merchant_name,broken_link_score,link_contact_us_exist,cu_email_exist,cu_phone_number_exist,link_about_us_exist,link_tnc_exist,tnc_refund_policy_exist,contact_us_score,tnc_score,broken_links,website,label
0,CV.ASIATRIPINDONESIA,0.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,{},http://asiatrip.id/,APPROVED
0,Pt.BloomingLotusYoga,0.0,1.0,1.0,1.0,1.0,1.0,0.0,100.0,0.0,{},https://www.blooming-lotus-yoga.com,APPROVED
0,YayasanGreenSejahtera,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,{},https://greensejahterafoundation.com/,APPROVED
0,PTMatairTerraSolusi,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,{},http://www.matair.co.id,APPROVED
0,SimplyMii,0.0,1.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,{},https://www.simplymii.com/,APPROVED
0,Nyetak.ID,0.0,0.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,{},https://www.nyetak.id,APPROVED
0,nonandnik,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,{},https://nonandnik.com,APPROVED
0,YoYoMats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},https://yoyomatsindonesia.myshopify.com,REJECTED
0,hiendguitar.com,0.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,{},http://hiendguitar.com/,APPROVED
0,Fipper,0.0,1.0,1.0,1.0,1.0,1.0,0.0,100.0,0.0,{},http://www.fippersandal.co.id,APPROVED
0,SisilShop,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},SisilShop.com,REJECTED
0,GammaMedia,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},http://gammamedia.co.id,REJECTED
0,ShinhwaGlobalSakuraBear,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},http://www.shinhwaglobalsakurabearinternational.co.id,REJECTED
0,Gitra,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,{},s.id/StartFromTheBottom,REJECTED
0,Putrimitsubishi,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},Www.mitsubishiputribali.com,REJECTED
0,TokoReza999,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},www.sdntamunti.com,REJECTED
0,wiraswasta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},www.aikagames.com,REJECTED
0,BarokahLumintu,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},Www.Klink.com,REJECTED
0,MerahHitam,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},Merahhitam.com,REJECTED
0,Sellygroup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},https://sellygroup.com,REJECTED
0,LifePalTechnologiesPte.Ltd.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,{},https://lifepal.co.id,APPROVED
0,DigitalServiceTestingMerchant,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,{},www.doku.com,APPROVED
0,AOGIN,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0,{},aoginbali2020.com,APPROVED
0,Zervinco,0.0,0.0,0.0,1.0,0.0,1.0,1.0,50.0,100.0,{},https://www.zervinco.com,APPROVED
0,Zervinco,0.0,0.0,0.0,1.0,0.0,1.0,1.0,50.0,100.0,{},www.zervinco.com,APPROVED
0,ProjectX,40.0,1.0,0.0,1.0,1.0,1.0,0.0,50.0,0.0,"{'https://projectx.id/about-us/': '<Response [404]>', 'https://projectx.id/product/px-01-custom/': 'None', 'https://projectx.id/product/px-01-customize-panorama-style/': 'None', 'https://projectx.id/contact-us/': '<Response [404]>'}",projectx.id,APPROVED
0,IniAku,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},https://iniaku.online/,APPROVED
0,bramblefurniture,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,{},https://www.bramblefurniture.com/,APPROVED
0,PAGi,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0,{},www.pagi.lol,APPROVED
0,Netviro,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,{},https://run.ngehe.com/,APPROVED
0,icreate.id,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,{'https://www.icreate.id/job-vacancy.aspx': '<Response [404]>'},https://www.icreate.id/index.aspx,APPROVED
0,MALAMADREMOTORCYCLES,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,{},www.malamadremotorcycles.com,APPROVED
0,HuaningIndonesiaSukses,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},https://www.jomooz.com,APPROVED
0,YulianaGoHerbalife,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,{},https://yuliana.goherbalife.com/,APPROVED
0,RadjaFitClub,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,{},https://bari.goherbalife.com/id-id,REVIEWED
0,CV.IDEACOMINDO,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,{},https://onfirecloud.id,REVIEWED
0,ClubMESRA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,{},https://bugarbersamaulfi.goherbalife.com/id-id,REVIEWED
0,WyazRental,20.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,"{'https://www.bangkarental.com/car-rental-type/medium-cars/': 'None', 'https://www.bangkarental.com/wp-login.php?action=lostpassword': 'None'}",https://www.bangkarental.com,REVIEWED
0,AndrianKun,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},,REVIEWED
0,lemonbandung,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},lemonbdg009@gmail.com,REVIEWED
0,CariYugi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},http://cariyugi.com/,REVIEWED
0,Pedagang,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},,REVIEWED
0,CuankiDapurBunda,100.0,0.0,0.0,1.0,1.0,0.0,0.0,50.0,0.0,{},https://www.facebook.com/cuankidapurbunda/,REVIEWED
0,ElbeshopStore,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},,REVIEWED
0,PolaroFurniture,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,{},Facebook.com/polarofurniture,REVIEWED
0,Dicky,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},,REVIEWED
0,a4swallpaper,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},Wallpaperdistributor,REVIEWED
0,freakythrifting,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},https://www.instagram.com/freakythriftshop_/?hl=id,REVIEWED
0,Adi,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},Https://Facebook.com/andiktamvan,REJECTED
0,Pawsomeness&Co,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,{},https://pawsomeness.co/,REJECTED
0,heywikwiks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},heywikwiks.com,REJECTED
0,KiddoszToys,0.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,{},Kiddosz.com,REJECTED
0,Ratapay,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0,{},https://ratapay.co.id,REJECTED
0,socks.international,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},www.socks.international,REJECTED
0,offgamershop,33.33333333333333,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.0,"{'https://www.offgamershop.com/pages/contact': '<Response [404]>', 'https://www.offgamershop.com/collections/fashion': '<Response [404]>', 'https://www.offgamershop.com/pages/about-us': '<Response [404]>'}",https://www.offgamershop.com/,REJECTED
0,JSCFashions,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0,{},https://jscfashions.com,REJECTED
0,KRISHA,0.0,1.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,{},www.krish.com,REJECTED
0,Bigfiveshop.com,0.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,{},http://bigfiveshop.com,REJECTED
0,YulianaGoHerbalife,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,{},https://yuliana.goherbalife.com/,APPROVED
0,DigitalServiceTestingMerchant,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,{},www.doku.com,APPROVED
0,abmedstore,0.0,1.0,0.0,1.0,1.0,1.0,0.0,50.0,0.0,{},https://abmedstore.com/,APPROVED
0,CV.VineplusSolusindo,0.0,1.0,1.0,1.0,1.0,1.0,0.0,100.0,0.0,{},https://shop.vineplus.co.id/,APPROVED
0,LUBRICANTS,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},http://payment.server-development.net,APPROVED
0,DAUKYFASHION,0.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,{},https://dauky.co.id,APPROVED
0,BDSDenim,0.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,{},bdsdenim.com,APPROVED
0,AOGIN,10.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0,{'http://\xa0www.aoginbali2020.com': 'None'},aoginbali2020.com,APPROVED
0,ProjectX,10.0,1.0,0.0,1.0,1.0,1.0,0.0,50.0,0.0,{'https://projectx.id/contact-us/': '<Response [404]>'},projectx.id,APPROVED
0,PTDIGITALMEDIKAINFORMATIK,0.0,0.0,1.0,1.0,0.0,1.0,0.0,100.0,0.0,{},triasse.com,APPROVED
0,Pt.BloomingLotusYoga,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,{},https://www.blooming-lotus-yoga.com,APPROVED
0,Soulcielite,0.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,0.0,{},Soulcielite.com,APPROVED
0,BayyinahQuranIndonesia,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},bayyinah.id,APPROVED
0,GoldPigeonSandalsIndonesia,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,{},gpsandal.com,APPROVED
0,RobertBrown,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,{'https://robertbrownsocks/shopify': 'None'},www.robertbrownsocks.com,APPROVED
0,Aromanis,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},https://blanjamandiri.com,APPROVED
0,CitraSuksesAbadi,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},https://blanjamandiri.com,APPROVED
0,CV.Mantap,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},http://mantap.com,APPROVED
0,ParsleyBakery,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},https://blanjamandiri.com,APPROVED
0,TokoUDPulung,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},https://blanjamandiri.com,APPROVED
0,CentralJayaTehnik,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},https://blanjamandiri.com,APPROVED
0,GardenaDepartementStore,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,{},http://doku.com,APPROVED
0,JVMIndonesia,20.0,0.0,0.0,1.0,1.0,0.0,0.0,50.0,0.0,"{'https://stackoverflow.com/users/XXXXXXX/username': '<Response [404]>', 'https://www.xing.com/profile/username': '<Response [410]>'}",https://jvmdeveloper.id/,APPROVED
0,YayasanGreenSejahtera,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,{},https://greensejahterafoundation.com/,APPROVED
0,TanahAirFoundation,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,{},http://tanahairfoundation.id,APPROVED
0,BaboBaboTrading,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},https://www.worldshopdeluxe.com,APPROVED
0,BenihBaik.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},https://m.benihbaik.com/,APPROVED
0,YayasanDewanInggrisIndonesia,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},https://ieltsregistration-staging.britishcouncil.org/test-chooser,APPROVED
0,CPDSocialCommerce,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0,{},https://www.cpdcommerce.com/,APPROVED
0,MissKaty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},misskatyid.com,APPROVED
0,CV.ASIATRIPINDONESIA,0.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,{},http://asiatrip.id/,APPROVED
0,Manikid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},Amazinghomey.com,APPROVED
0,Jare's,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,{},https://www.google.com/,APPROVED
0,globomart,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},www.globomart.co,APPROVED
0,Scars,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0,{},https://www.scars.id/,APPROVED
0,Hatapoda.ID,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},Https://hatapoda.id,APPROVED
0,HoneySoftlens,0.0,1.0,1.0,0.0,1.0,1.0,1.0,50.0,100.0,{},https://www.honeysoftlens.com,APPROVED
0,Ngastadamel,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},Http://ngastadamel.com,APPROVED
0,MarkPlusInstitute,0.0,1.0,0.0,1.0,1.0,1.0,1.0,50.0,100.0,{},https://markplusinstitute.com/,APPROVED
0,PT.AnugerahMas,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0,{},http://www.agramasgroup.com,APPROVED
0,unilead-asia.com,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,{},unilead-asia.com,APPROVED
0,pruebacomercial,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},Https://amayalin.com,APPROVED
0,AsianDanceTourBali2020,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,{},www.adtbali.com,APPROVED
0,SmartKate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,{},https://shopsmartkate.com,APPROVED
0,Fashioncart,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0,{},https://fashioncart.id,APPROVED
0,Arfeena,0.0,1.0,0.0,1.0,0.0,1.0,1.0,50.0,100.0,{},https://arfeena.id,APPROVED
0,topbagssupplier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},http://www.topbagssupplier.com,APPROVED
0,RumahWarna,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},https://www.shop.rumahwarna.co/,APPROVED
0,nadiwear.id,0.0,0.0,0.0,1.0,1.0,0.0,0.0,50.0,0.0,{},https://nadiwear.id/,APPROVED
0,Zoyareseller,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},zoyareseller.com,APPROVED
0,icreate.id,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,{},https://www.icreate.id/index.aspx,APPROVED
0,PutianLiebao,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,{},https://www.hund-n-flocken.com/,APPROVED
0,Turbo.co.id,10.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,{'https://turbo.co.id/my-account/': '<Response [404]>'},http://turbo.co.id,APPROVED
0,GalleryVisuu,0.0,1.0,1.0,1.0,0.0,1.0,0.0,100.0,0.0,{},www.galleryvisuu.com,APPROVED
0,GARVINOES,0.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,{},www.garvinoes.com,APPROVED
0,starmobie,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},http://shop.starmobie.com,APPROVED
0,GrahaTeknikRaya,10.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0,{'http://www.grahateknikraya.com/shop': 'None'},http://www.grahateknikraya.com,APPROVED
0,JakartaSportsWeeks,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},https://jsw2019.fxsudirman.com,APPROVED
0,Linx.ID,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,{},www.linx.id,APPROVED
0,PutianLieba,0.0,1.0,0.0,1.0,0.0,0.0,0.0,50.0,0.0,{},http://www.gaming-fabrik.de/,APPROVED
0,PutianLiebao,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},http://www.lebskiewycieczki.com.pl/,APPROVED
0,PutianLiebao,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'http://www.eyegoweb.de/damen-ar-9/': '<Response [404]>', 'http://www.eyegoweb.de/herren-ar-5_11/': '<Response [404]>'}",http://www.eyegoweb.de,APPROVED
0,Hanaocase,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,{},https://hanaocase.com,APPROVED
0,PutianLiebao,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},http://www.julienvaillant.fr/,APPROVED
0,PutianLiebao,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,{},https://www.paradukdok.com/,APPROVED
0,PutianLiebao,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,{},https://www.nicolegulickphotography.com/,APPROVED
0,PutianLiebao,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},https://www.bmd-net.com/,APPROVED
0,DermaIndonesia,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,{},https://derma.id,APPROVED
0,tungguin.com,0.0,1.0,1.0,1.0,0.0,1.0,1.0,100.0,100.0,{},https://app.tungguin.com,APPROVED
